41 41
(16, 39, -1.5) (26, 39, -1.5) (21, 39, -1.5) 
(16, 3, 1.5) (26, 3, 1.5) (21, 3, 1.5) 
WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA NO IH NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO IH NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO NO WA WA WA WA WA NO NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO IA NO WA WA WA WA WA NO IA NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO NO WA WA WA WA WA NO NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA NO IH NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO IH NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA NO NO NO NO NO NO NO NO NO NO NO WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA NO IA NO WA WA WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA NO NO NO NO NO NO NO WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA NO NO NO NO NO NO NO NO NO NO B0 NO NO NO NO NO NO NO NO NO NO WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA WA NO NO NO WA NO NO NO NO NO NO NO WA NO NO NO WA WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA NO NO NO WA WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 O0 WA WA WA WA WA WA WA WA WA WA WA WA
WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA WA
